,Agency_Text,Sex_Code_Text,Ethnic_Code_Text,Language,LegalStatus,CustodyStatus,MaritalStatus,DecileScore,Age
36873,10,1,1,1,10,10,1000,0,49
12182,1,1,1,1,1,1,1,0,38
45146,10,1,1,1,10,10,10,0,69
6092,1,1,10,1,1,1,10,1,54
17478,10,1,10,1,100,10,1,0,46
37837,1,1,10,1,10,10,1,1,29
14210,1,10,1,1,1,100,1,0,43
28364,1,1,1,1,1,1,1,0,33
43435,1,10,1,1,1,1,1,1,45
56450,1,10,10,1,1,1,1,0,27
43359,1,1,10,1,1,1,1,0,50
28503,10,10,10,1,10,10,1,0,22
30028,1,1,1,1,1,1,1,2,23
32071,1,10,10,1,1,1,1,0,30
53081,1,10,10,1,1,1,1,0,18
33384,1,10,100,1,1,1,10,0,31
16406,1,1,10,1,1,100,1,0,28
38364,1,1,10,1,1,1,10,0,25
47440,1,10,1,1,1,1,1,1,25
33673,10,10,10,1,10,10,1000,0,33
21019,1,1,1,1,1000,10,1,0,26
34125,1,10,10,1,10,10,1,1,21
4971,10,1,10,1,1,1,1,1,31
29396,1,1,1,1,1,1,10,0,48
47822,1,1,1,1,1,1,1,0,40
29604,10,1,1,1,10,10,1,0,28
44939,1,1,10,1,1,100,100,0,32
39640,10,1,100,1,10,10,1,0,24
23195,1,1,100,1,1,100,1,0,54
9042,1,1,1,1,1,1,1000,1,40
50052,10,1,1,1,10,10,1,0,30
47272,10,1,100,1,1000,10,1000,0,66
27397,10,1,1,1,10,10,1,1,36
5105,1,1,10,1,1,1,1,0,26
3511,10,1,1,1,10,10,1000,0,46
2552,1,1,1000,1,1,1,10,0,28
32868,10,1,1,1,10,10,1,0,31
50397,1,10,1,1,1,100,1,0,38
49936,1,1,10,1,1,1,100,2,29
20691,1,1,10,1,10,10,100,2,22
38204,1,1,1,1,1,100,1,2,33
29439,1,1,1,1,1,1,10,0,47
44250,1,1,100,1,1,1,10,0,51
31312,10,1,1,1,10,10,10,0,52
8171,1,10,1,1,10,10,1,0,25
36769,1,1,1,1,1,1,1,0,45
43477,1,1,10,1,10,10,1,0,37
7217,10,10,10,1,10,10,10,1,36
10889,1,10,10,1,1,1,1,0,32
60660,1,1,1,1,10,10,1,2,19
41838,1,1,1000,1,1,1,10,0,33
16693,1,1,10,1,1,100,1,2,44
6979,100,1,100,1,10,10,10,1,23
49001,10,1,10,1,10,10,1,0,48
55572,1,1,10,1,1,1,1,0,28
15301,1,1,10,1,1,1,1000,0,33
56446,1,1,1,1,1,1,1000,0,37
4219,1,1,10,1,1,1,1,0,38
47169,1,1,100,1,1000,10,10,0,35
34280,1,1,1,1,1,1,1,1,36
46515,1,1,1,1,1,1,10,0,39
40992,10,1,1,1,10,10,1,0,29
18327,1,1,10,1,1,1,1,0,26
38724,1,10,10,1,10,10,10000,0,39
24381,1,1,1,1,1000,10,1,0,26
19463,1,1,10,1,10,10,1,0,26
957,1,1,10,1,1,1,1,0,34
24602,1,1,10,1,1,1,1,0,44
36305,1,1,1,1,1,100,1,1,40
17120,1,1,1,1,1,100,1,0,27
35772,10,1,100,1,10,10,1,0,23
37591,1,1,10,1,1,1,1,0,32
25249,1,1,10,1,1,1,1,0,31
26014,1,1,10,1,1,100,1,0,30
40641,10,1,1,1,10,10,1,0,32
30801,1,1,1,1,1,1,10,2,37
31116,10,1,1,1,10,10,1,0,28
56633,1,10,1,1,1,1,1,0,25
32027,1,10,10,1,1,1,1,0,27
27417,1,1,10,1,1,1,1,0,42
48053,10,1,10,1,10,10,1,1,28
49741,1,1,100,1,1,1,1,0,25
5890,1,1,10,1,1,1,1,2,25
8644,10,1,10,1,1,100,1,1,23
5933,1,1,10,1,1,1,100,0,37
33772,1,10,10,1,1,1,1000000,2,26
2823,10,1,10,1,10,10,1,0,25
16366,1,1,10,1,1,100,1,0,64
27293,1,1,10,1,10,10,1,0,21
28444,1,1,100,1,10,10,1,0,45
33469,10,1,100,1,1000,10,10,0,33
38667,1,10,100,10,1,100,1,0,39
55775,10,1,1,1,10,10,10,0,72
56085,10,10,10,1,10,10,1000,0,54
28709,10,1,100,1,10,10,1000,1,45
46475,1,1,1,1,1,1,1,0,28
21797,1,1,1,1,1,1,1000,0,50
41209,1,1,1,1,1,100,1,1,45
53632,1,10,10,1,1,1,1,0,46
60781,1,1,1,1,1,1,1,1,33
30202,1,1,10,1,100,10,1,1,22
24168,1,10,1,1,1,1,1,0,48
41274,1,1,10,1,1,1,1,1,19
26708,1,10,10,1,1,1,1,0,33
11066,1,1,1,1,1000,10,10,0,32
31438,1,1,1,1,1,1,1,2,39
56873,1,1,1,1,1,1,1,0,28
41979,1,1,1,1,1,100,1,0,58
18370,10,1,100,1,10,10,1,0,38
1927,1,1,10,1,1,1,1,1,20
42380,10,1,1,1,10,10,1,0,24
28235,1,1,10,1,1,1,1,0,18
53860,1,1,100,1,1,1,1,0,37
42005,10,1,10,1,10,10,10000,1,54
35912,1,10,10,1,1,1,1,0,21
47046,1,10,10,1,1,1,10,0,29
10925,10,1,10,1,10,10,1,0,25
18972,10,1,1,1,10,10,100000,0,52
22824,1,1,1,1,1,100,1,1,20
12280,1,1,100,10,1,100,1,0,47
15847,1,1,10,1,10,10,1,2,19
1339,1,1,1,1,1,1,1,0,19
27201,1,1,10,1,1,1,1,0,24
8828,1,1,100,1,1,100,1,1,46
16058,10,10,10,1,10,10,10,0,51
30329,1,10,1,1,10,10,1,0,30
55499,1,10,10,1,1,1,1,0,23
28917,1,1,1,1,1,1,1,0,28
13874,10,1,100,1,10,10,1,0,27
31961,10,10,1,1,10,10,10,1,40
1525,1,1,10,1,1,1,1,1,45
48498,1,1,10,1,1,100,1,1,37
47839,10,1,1,1,10,10,1,2,21
52878,10,1,1,1,10,10,10,0,41
41927,1,1,10,1,1,1,10,0,35
31762,1,10,1,1,1,100,1,1,39
47826,10,1,100000000,1,10,10,1,1,22
36352,1,1,1,1,1,1,1000,1,56
53450,1,1,1,1,1,1,1,1,38
1994,1,1,10,1,1,1,1,0,25
33912,1,1,10,1,1,1,1,0,26
60329,1,1,10,1,1,1,1,0,25
50444,1,1,10,1,1,1,10,2,35
12561,1,10,1,1,10,10,1,2,22
52154,1,1,10,1,1,1,1,0,30
37779,10,10,10,1,10,10,1,0,38
26383,1,1,1,1,1,1,1,1,28
30905,1,1,1,1,1,1,1,0,24
17270,1,10,1,1,1,100,1,0,36
54514,1,1,1,1,1,1,1,0,27
55049,10,1,1,1,10,10,1000,2,46
53254,10,1,100,1,10,10,1000,0,29
27139,10,1,100,1,1000,10,10,0,72
12721,10,10,100,1,1000,10,1,0,31
3918,1,10,10,1,10,10,1,1,23
47571,1,10,1,1,1,1,1,0,51
17238,10,10,1,1,10,10,1,0,26
14446,1,10,1,1,1,1,1,1,22
59868,1,1,10,1,1,100,1,0,28
52309,1,1,10,1,1,100,1,2,18
5859,10,1,10,1,10,10,1,0,49
9628,1,10,100,1,1,1,1,0,21
20962,1,10,100,10,1,100,1,0,34
6298,10,1,1,1,10,10,10,0,34
53695,1,1,100,1,1,1,1000,0,50
56716,1,1,1,1,1,1,1000,0,37
59800,1,10,1,1,1,1,10,0,39
35758,1000,1,10,1,10,10,10000,1,29
12254,10,10,100,1,10,10,10000,0,37
30128,1,10,1,1,1,100,1,0,24
19718,10,1,100,1,1000,10,1,0,41
25125,10,1,1000,1,10,10,1,0,41
20223,10,1,1,1,1,100,1,0,44
46027,1,1,1000000,1,1,1,1,0,21
7005,10,1,1,1,10,10,1,0,47
8194,10,10,1,1,10,10,1,1,29
32429,1,10,10,1,1,100,1000,0,42
34593,1,1,1000,1,1,1,1,0,53
60229,1,1,10,1,1,1,1,0,25
6122,1,1,1,1,1,1,10,0,52
53174,10,1,1,1,10,10,10,0,46
42597,1,1,1,1,1,100,1,0,44
41775,10,10,1,1,10,10,1,0,36
1291,10,1,100,1,10,10,1,0,28
20275,1,1,1000,1,1,1,10,0,31
52590,1,1,10,1,1,100,1,0,54
54456,1,1,100,1,1,1,10000,0,52
27028,1,1,10,1,1,100,10000,2,62
37525,1,1,10,1,1,1,1,0,41
13599,10,1,1,1,1,1,1,0,45
1888,1,1,10,1,1,1,1,0,21
45194,1,1,1,1,1,1,1,0,47
47470,10,1,1,1,1,1,10,1,31
35629,1,1,100,1,1,1,10,0,40
60199,1,10,1,1,1,1,1000,0,50
17681,10,1,1,1,10,10,1,0,33
46571,10,1,10,1,1000,10,1,0,49
13674,1,1,100,1,1,1,1,1,19
5248,1,1,1,1,10,10,1,0,52
32330,10,1,100,1,10,10,1,0,31
6864,1,1,10,1,1,1,1,0,46
37294,10,1,1,1,100,10,10,0,44
40103,1,1,1,1,1,1,1,0,41
55616,1,1,10,1,10,10,1,1,25
859,1,10,10,1,1,1,1,2,35
17368,1,1,1,1,1,100,1,1,26
38678,1,1,1,1,1,1,100,0,39
34949,1,10,10,1,1,1,1,0,31
27498,10,1,10,1,10,10,1,0,42
43536,10,10,100,1,10,10,1,0,31
21892,10,10,10,1,100,10,1,0,31
43777,10,1,1,1,10,10,1,1,31
51182,100,10,100,1,1000,100,1,0,21
7552,1,1,10,1,1,1,1,1,25
43167,1,10,10,1,1,1,1,0,33
53107,1,1,10,1,1,1,100,0,37
11830,10,1,100,10,1000,10,1,0,34
33373,1,10,1,1,1,1,1,0,24
10536,1,1,10,1,1,1,1,0,25
635,10,10,100,1,10,10,1,0,32
45505,1,10,10,1,1,1,1,1,26
51543,1,1,100,1,1,1,1,0,38
14381,1,1,10,1,1,1,1,2,58
24548,1,1,1,1,1,1,1000,0,52
28774,1,1,1,1,1,100,1,1,30
6567,1,1,100,1,10,10,10,0,46
7150,1,1,10,1,1,1,1,0,20
30746,1,1,1,1,1,1,1,0,19
48163,10,1,100,1,1000,10,10,0,64
31209,1,1,10,1,1,1,1,2,51
36826,1,10,10,1,1,1,1,0,22
40394,1,1,10,1,1,1,1,0,24
45711,1,1,1,1,10,10,1,0,29
43605,1,1,10,1,1,100,1,0,32
33913,1,1,10,1,1,1,1,0,26
32827,10,1,1,1,10,10,1,1,33
47387,1,1,10,1,1,100,1,0,26
55952,1,10,10,1,1,1,1,0,29
22222,1,1,10,1,1,1,1,0,23
51282,1,1,10,1,1,100,1,2,23
14097,1,1,1,1,1,1,1,0,49
26177,10,1,10,1,10,10,1,1,21
37747,10,10,10,1,1000,10,1,0,19
5848,10,1,10,1,10,10,1,2,31
12506,1,1,100,1,1000,10,10,0,49
23506,10,1,10,1,1000,10,10,0,31
18514,1,1,100,1,1,100,1,2,18
3434,10,1,1,1,10,10,1,1,28
56869,1,1,10,1,1,1,1,1,21
35539,1,1,10,1,1,1,1,1,21
13789,1,1,10,1,1,1,10,0,43
31121,1,1,10,1,1,1,10,2,32
31210,1,1,10,1,1,1,1,1,51
51234,1,1,100,1,1,1,1,1,20
5842,10,1,1,1,10,10,1,2,30
59,1,1,10,1,10,10,1,0,38
19258,1,1,100,1,10,10,1,2,21
25525,1,1,10,1,1,100,1,1,54
6802,1,1,1000,1,1,1,1,0,24
13594,1,1,10,1,1,1,1,2,27
15571,10,10,1,1,10,10,1000,0,27
50657,1,1,10,1,1,1,10,1,57
50058,1,10,10,1,1,1,1,1,20
5012,10,1,10,1,10,10,1,1,28
48203,1,1,1,1,1,1,1,0,38
42928,10,1,1,1,10,10,1,0,44
20467,1,1,100,1,1,100,1,0,33
23149,1,1,100000000,1,1,1,10000,0,46
50784,10,10,100,1,10,10,1,0,23
3163,1,1,1,1,1,1,1,1,20
26632,1,10,1,1,10,10,1,1,27
41842,10,1,1,1,10,10,1,2,32
54635,10,10,100,1,10,10,1,0,21
13649,1,1,10,1,1,1,1,0,35
54569,1,10,1,1,1,1,1,1,47
12631,1,1,10,1,1,1,1,2,21
17808,10,1,100,1,10,10,1,0,37
11321,1,1,1,1,1,1,1,1,50
42980,10,1,10,1,1,100,1,0,33
29271,1,1,1,1,1,1,1000,0,49
50532,1,1,10,1,1,100,1,2,17
36675,1,1,100,1,1,1,10000,0,31
8577,1,1,10,1,1,1,1,0,45
51601,1,1,10,1,1,1,1,0,31
35334,1,10,1,1,1,1,1,0,30
21779,10,1,10,1,10,10,1,0,57
40645,1,10,1,1,1,1,1,0,33
60532,1,1,10,1,1,100,1,0,23
11611,10,1,10,1,10,10,1,2,21
33742,10,1,100,1,10,10,1,1,28
7053,10,1,10,1,10,10,10,0,40
39285,1,1,10,1,1,1,1,2,30
11195,10,1,100,1,10,10,10,0,42
17453,1,1,10,1,1,100,1,2,58
48437,10,10,1,1,1000,10,1,0,22
3598,1,1,1000,1,1,1,10,0,26
13661,1,1,1,1,1,1,1,0,30
58685,1,1,100,1,1,1,1,0,29
55861,1,1,10,1,1,1,1000,0,38
56266,1,1,10,1,1,1,10,0,26
56287,1,1,10,1,10,10,1,1,29
38208,10,1,100,1,10,10,10,0,46
46566,1,10,1,1,1,1,1,0,59
17321,10,10,10,1,10,10,1,0,20
783,1,10,10,1,1,1,1,0,21
48856,1,1,100,1,1,1,1,1,31
26671,1,1,10,1,10,10,1,0,48
45595,10,1,1,1,1,100,1,0,51
27121,10,1,100,1,1000,10,10,0,36
33288,10,1,100,1,1000,10,1,0,35
57283,1,1,1,1,1,100,1,1,24
24047,1,1,10,1,1,1,1,0,18
14662,1,10,10,1,1,100,1,0,26
42782,1,1,1,1,1,1,1,0,43
57877,10,10,1,1,10,10,1000,0,43
39034,1,10,10,1,1,1,1,0,37
49304,10,10,100,1,1000,10,10,0,37
54625,1,10,10,1,1,1,10,0,43
15226,10,1,10,1,10,10,1,0,34
12727,10,10,1,1,10,10,1,1,25
19445,1,1,10,1,1,1,1,0,25
4929,10,1,100,1,10000,1,1,1,20
33313,1,10,10,1,1,1,1000,0,50
18931,1,1,1,1,1,1,1,0,41
32980,1,1,10,1,1,1,1,0,23
4040,1,1,10,1,1,1,1,0,27
60509,1,10,1,1,1,1,1,1,26
44484,10,1,1,1,1,100,10,0,45
8411,1,1,10,1,1,1,1,1,27
42699,10,1,1,1,10,10,1,0,23
51014,1,1,10,1,1,100,1,1,56
18017,10,1,1,1,1,100,1000,0,77
9875,1,1,10,1,1,1,1,0,21
28741,10,1,100,1,10,10,10,0,43
41115,1,1,1,1,10,10,1000,0,41
12026,1,1,1,1,10,10,1,0,45
23757,10,10,1,1,10,10,10,0,52
26807,10,1,100000000,1,10,10,1,0,28
15943,10,1,1000,1,10,10,1,0,40
17788,10,1,100,1,1000,10,1,0,25
45922,1,10,1,1,1,1,1000,0,51
1745,1,1,10,1,1,1,1,0,21
53870,1,1,10,1,1,1,1,0,30
24178,1,1,10,1,10,10,1,0,48
15150,10,10,1,1,1,10,1,1,19
33255,10,10,100,1,10,10,1,0,46
26629,10,1,1,1,1,1,1,0,31
48565,1,1,10,1,1,1,10,0,52
39553,1,1,10,1,1,1,1,0,24
5958,10,1,1,1,10,10,1,0,32
1877,10,1,1,1,10,10,1,0,31
59696,1,1,10,1,1,1,1,1,35
39383,1,1,1,1,1,1,1,0,71
13071,1,1,1,1,1,1,1,0,34
53376,1,1,10,1,1,1,1,2,24
29858,1,1,10,1,10,10,1,0,24
58932,1,10,10,1,1,1,1,0,42
3294,1,1,10,1,1,1,1,1,21
40905,1,1,10,1,1,1,1,0,32
55126,1,1,1,1,1,100,1,2,53
44249,1,1,1,1,1,1,1,0,25
16743,10,1,100,1,1000,10,1,0,22
41098,10,1,1,1,10,10,10,0,40
12512,10,1,100,1,10,10,1,0,47
30470,1,1,1,1,1,1,1,0,19
51843,1,10,1,1,1,100,10,0,58
42965,1,1,1,1,1,1,10,0,67
36512,1,10,10,1,1,100,1,0,36
6262,1,1,1,1,1,1,1,0,37
2758,10,1,10,1,1000,10,1,1,31
587,1,1,10,1,1,1,1,1,44
47603,10,1,100,1,10,10,10000,0,26
19575,1,1,10,1,1,100,1,1,19
53737,1000,1,100,1,1,100,1,2,51
52384,1,1,10,1,1,1,10000,2,46
27983,10,1,1,1,10,10,1,0,24
41919,1,1,1,1,1,1,1,0,24
29046,10,1,10,1,10,10,10,0,35
8489,1,1,1,1,1,1,1,0,20
8955,1,10,1,1,1,1,1,0,40
28799,1,1,1,1,1,1,1,2,30
21501,1,1,10,1,1,100,1,0,51
4989,10,1,10,1,10,10,10000,0,38
20861,1,1,100,1,1,100,1,2,44
39128,1,10,10,1,1,100,1,0,22
60333,1,10,10,1,1,1,1,0,28
38517,1,1,10,1,1,1,1,0,28
39782,1,1,1,1,10,1,10000,0,56
42101,1,1,10,1,1,100,10,0,56
53719,1,1,10,1,1,1,1,0,51
51022,1,1,1,1,1,100,1000,1,53
2168,10,1,1,1,10,10,1000,1,57
12144,1,1,10,1,1,1,1,1,36
8310,10,1,1,1,10,10,1,0,36
29287,10,1,1,1,10,10,1000,0,52
39626,10,1,100,1,1000,10,10,0,50
59641,1,1,10,1,1,100,1,0,38
60434,1,10,10,1,1,1,1,0,20
21514,1,1,10,1,1,1,1,2,25
50220,1,10,1,1,1,1,1000,0,56
46038,10,1,10,1,1000,10,1,0,24
23675,1,1,100,1,1,1,10,1,41
31576,1,1,10,1,10,10,1,2,18
39541,10,1,10,1,10,10,1,1,23
25181,1,1,10,1,1,1,1,0,45
40031,10,1,100,1,1,100,1000,0,34
23574,10,10,10,1,10,10,1,0,32
3270,10,1,1,1,10,10,1,0,20
57935,1,1,1,1,1,1,1,1,56
19574,10,10,1,1,10,10,10,0,33
4307,1,1,1,1,1,1,1,0,49
5827,10,1,100,1,1,1,1,2,26
39868,1,1,10,1,1,1,1,0,33
34600,1,1,10,1,1,1,1,0,22
5235,1,1,1000,1,1,1,1,0,35
28181,1,1,10,1,10,1,1,2,33
47137,1,1,1000,1,10,10,1,0,45
17914,10,1,10,1,10,10,1,1,28
6952,1,1,10,1,1,1,1,2,26
37052,1,1,10,1,1,1,1,0,39
41059,10,1,1,1,10,10,10,0,28
35307,1,1,10,1,10,10,1,0,33
17572,1,10,1,1,1,100,1,0,41
18523,1,10,1,1,1,1,1,1,32
5446,1,1,1,1,1,1,1,0,62
17319,10,10,10,1,10,10,1,2,20
3947,1,1,1,1,1,1,1,0,22
44086,1,1,10,1,1000,10,1,0,27
34962,1,1,1,1,1,1,10,0,59
28903,1,1,10,1,1,1,10,0,42
9411,1,10,10,1,1,1,1,0,26
34328,1,1,10,1,1,1,1,0,43
30358,10,10,1,1,10,10,1,0,41
34019,1,1,10,1,10,10,1,2,59
45627,1,1,10,1,1,1,1,0,24
56903,1,10,1,1,10,10,1,2,35
45239,10,1,1,1,10,10,1,0,49
58526,10,1,1,1,1000,10,10000,0,46
17961,10,10,1,1,10,10,1000,0,53
6777,1,1,1,1,1,1,1,1,28
51177,10,1,100,1,1000,10,10,0,47
30308,1,10,1,1,10,10,1000,0,43
37760,10,1,100,1,10,10,10000,0,29
17259,10,10,100,1,10,10,1,0,25
40241,1,1,1,1,10,10,1,0,68
18420,10,1,10,1,10,10,1,0,25
13570,1,1,100,1,1,1,1,0,20
38355,1,1,10,1,1,1,1,2,30
2656,1,1,10,1,1,1,1,1,23
6160,1,1,10,1,1,1,1,2,19
13769,1,10,100,1,1,100,1,0,55
15308,10,1,1,1,10,10,1,0,20
8897,1,1,1,1,1,1,1,0,29
46733,1,1,1000,1,1,1,100,0,29
26128,1,1,1,1,1,1,1,1,41
37248,10,1,1,1,10,10,1,0,52
24912,1,10,10,1,1,1,1,0,45
59983,100,1,10,1,10000,10,1,1,33
33450,10,1,10,1,10,10,1,0,31
22312,10,1,1000,1,10,10,10,0,35
41830,1,1,10,1,1,1,1,1,19
17100,10,1,1,1,10,10,1,0,24
28336,1,1,1,1,1,1,10,1,44
6213,1,1,10,1,1,1,1,1,19
51717,1,1,10,1,1,1,1,1,23
44357,10,1,1000,1,10,10,1,0,44
33019,1,1,10,1,1,1,1,2,19
53287,10,1,100,1,1000,10,1,0,24
24444,1,1,10,1,1,1,10,0,53
7020,1,1,1,1,1,1,10,0,49
45710,10,10,10,1,1000,10,1,0,21
20907,1,1,10,1,1,1,1,1,30
43237,1,10,10,1,1,100,1,0,39
34495,1,10,100,1,1,1,10000,0,39
45079,1,10,10,1,1,1,1,1,20
36,1,10,1,1,1,1,10,0,35
52369,1,1,1,1,1,1,1,0,24
46541,10,1,100,1,10,10,1,1,34
21457,10,1,1,1,10,10,10,0,58
20307,10,1,10,1,10,10,1000,0,48
50804,1,1,1,1,1,1,1,0,24
47642,1,1,100,10,1,100,1,0,50
32610,1,10,1,1,1,1,1,0,39
18701,1,1,1,1,1,1,1,0,23
43991,10,10,10,1,10,10,1,0,20
31425,1,1,10,1,1,1,1,0,39
32287,10,1,1,1,1000,10,1000,0,64
15895,1,1,10,1,1,100,1,1,60
38529,10,10,10,1,10,10,1,0,38
26599,1,1,10,1,1,1,100,1,36
1226,1,1,10,1,10,10,1000,1,45
30774,10,1,10,1,10,10,1,0,24
52233,1,1,100,1,1,100,1,2,23
43294,1,10,10,1,1,1,1,2,29
8770,1,1,1,1,10,10,1,0,36
27354,10,10,1,1,10,10,10,0,36
41664,1,1,100,1,10,10,1,1,25
11458,10,1,10,1,10,10,1,0,36
25861,1,10,10,1,1,100,1000,0,66
16950,1,1,10,1,10,10,10,0,70
45845,1,1,10,1,1,1,1,1,23
20005,10,1,1,1,10,10,10,0,54
30971,10,1,100,1,1000,10,1000,1,42
29135,1,1,10,1,1,100,1,1,39
60521,1,10,1,1,1,100,1,0,37
37829,1,1,1,1,10,10,1,0,22
28437,1,1,100,1,1,100,1,1,18
37111,1,1,10,1,1,1,1,1,21
16438,10,10,10,1,10,10,1,1,23
3071,10,1,10,1,1000,10,1,2,32
54960,10,1,1,1,10,10,1,0,50
31507,1,1,10,1,1,100,10,1,48
53651,1,10,100,1,1,100,1,1,25
9003,1,1,100,1,1,1,10000,0,42
15467,1,1,1,1,1,1,100,0,59
60680,1,10,1,1,1,1,10000,0,46
41216,1,10,100,1,1,100,10,0,48
25729,1,1,1,1,1,1,10,0,31
39981,10,1,10000,1,10,10,1,1,19
41612,1,1,10,1,10,10,10,0,57
30877,1,1,10,1,1,1,1,1,52
35712,1,1,1,1,1,1,1000,0,32
38075,1,1,10,1,1,1,1,0,24
52550,1,10,10,1,1,100,1,1,40
2137,1,1,1,1,1,1,10,0,53
5864,1,1,10,1,1,1,1,0,54
59544,1,10,1,1,1,1,100,0,54
6283,10,1,1,1,10,10,1,1,25
57871,1,1,10,1,1,1,1,2,36
22644,1,1,10,1,1,1,10,0,56
53733,1,1,10,1,1,1,1,1,27
19701,1,1,1,1,1,1,1000,0,48
13303,1,1,100,10,1,100,1,0,29
48493,1,1,1,1,1,100,1,0,31
52263,10,10,10,1,10,10,1,0,22
59069,1,1,10,1,1,100,100000,2,53
52714,1,10,1000000,1,1,1,1,0,23
37602,10,1,100,1,1000,10,10,0,34
28174,1,10,1,1,1,100,100000,0,72
19786,10,1,10,1,10,10,100000,0,43
43075,10,1,10,1,10,10,1,1,37
19568,10,1,10,1,10,10,1,2,48
39615,1,10,1,1,1,100,10,0,62
59066,10,1,1,1,10,10,10000,0,60
22233,1,10,100,1,1,1,1,0,20
16613,10,1,100,1,10,10,1,1,22
59770,1,1,10,1,1,1,1,0,26
19841,1,1,1,1,1,1,1000,2,69
21135,10,1,1,1,10,10,1,0,22
19095,1,1,1,1,1,1,1,0,55
54752,1,1,1,1,10,10,1,0,42
15735,1,1,10,1,10,10,10,2,25
26078,1,10,1000,1,1,1,1,0,38
22603,1,1,100,1,1,100,10,0,46
57412,1,1,10,1,1,1,1,1,26
31388,1,10,1,1,1,1,1,0,49
23800,1,10,1,1,1,1,10,0,35
48112,10,1,100,1,10,10,1,0,23
11377,1,10,10,1,1,1,1,2,33
40738,1,10,10,1,1,1,1,2,20
24175,1,10,10,1,1,1,1,1,23
42292,1,1,100,1,1,1,1,1,24
25359,1,10,1000,1,1,1,1,0,27
26208,10,1,100,1,10,10,1000,0,38
47032,1,1,1,1,1,1,10,0,42
12179,1,1,10,1,1,1,10,0,35
46518,10,1,10,1,1000,10,1,0,25
54203,10,1,100,1,1000,10,10,0,46
45905,1,1,10,1,1,1,1,0,19
11461,1,1,1,1,1,1,10,0,35
49567,1,1,10,1,1,1,1,2,30
27833,10,1,100,1,1000,10,1000,0,38
37693,1,1,1,1,1,1,1,0,26
42263,10,10,1,1,1000,10,1,0,26
2871,10,10,10,1,10,10,1,0,46
34741,10,10,1,1,10,10,1000,0,52
38346,1,1,1,1,1,1,1,0,36
42879,10,1,10,1,1000,10,10,1,47
54230,1,1,10,1,1,1,1,0,47
6742,10,10,1,1,10,10,1,1,24
5421,1,1,100,1,1,100,10,0,34
36153,10,1,1,1,10,10,1,0,26
50564,1,1,10,1,1,1,1,0,30
9157,1,1,1,1,1,1,10000,2,21
34718,1,10,100,1,1,1,10000,0,36
33131,1,1,10,1,1,100,10,0,55
19592,1,1,1000,1,1,1,1,0,29
58841,1,1,1,1,1,1,1,0,43
36036,10,1,1,1,10,10,1000,0,49
14725,1,1,10,1,1,1,10000,0,26
22659,10,1,100,1,10,10,10,0,65
25238,1,10,1,1,1,1,1,1,58
48819,1,1,1,1,1,1,1,2,20
47005,1,1,1,1,1,1,10,1,42
38152,1,1,100,1,1,1,10,0,40
41905,1,1,1,1,1,1,10,0,48
8061,10,1,1,1,10,10,1,0,62
54683,1,1,100,1,1,100,10,0,33
12613,1,10,10,1,1,1,1,0,31
45942,10,1,1,1,10,10,10,0,49
36072,10,1,10,1,10,10,1,0,33
27364,1000,1,10,1,1,100,1,1,43
34194,1,1,10,1,1,1,1,0,30
44637,1,1,10,1,1,1,1,0,52
37749,1,1,10,1,1,1,1,0,32
60625,1,1,10,1,1,1,1,2,19
20811,1,1,1,1,10,10,10,0,44
15634,10,10,1,1,10,10,1000,0,35
33208,10,10,10,1,10,10,1,1,29
29992,1,10,1000,1,1,1,1,0,35
37329,1,1,1,1,1,1,1,0,55
14413,1,1,10,1,1,1,1,2,40
13171,1,1,1000,1,10,10,1,1,21
52949,1000,10,1,1,1,100,1,2,44
60527,1,1,1,1,1,1,1,0,23
21354,1,1,10,1,10,10,1,0,37
27019,1,1,100,1,1000,10,1000,0,46
39345,1,1,10,1,1,1,1,1,28
11333,1,1,10,1,1,1,1,0,26
46070,1,1,10,1,1,1,1,1,42
41502,10,10,100,1,10,10,1,0,36
22589,10,10,100,1,10,10,1,0,25
36557,1,1,1,1,1000,10,1,0,39
27780,1,1,1,1,1,1,1,0,55
19384,1,1,10,1,1,100,1,2,36
54741,10,10,10,1,1000,10,1,1,21
39960,10,1,100,1,10,10,10,0,57
13295,10,1,1,1,10,10,1,0,29
56936,1,1,1,1,1,100,1,0,43
28929,1,10,1,1,1,1000,1,0,58
58974,1,10,1,1,1,1,1,1,27
23103,1,1,10,1,1,1,1,2,21
37107,1,1,10,1,1,1,1,0,42
12138,1,1,10,1,1,1,1,1,22
56387,1,1,10,1,1,1,1,0,23
19796,1,10,10,1,1,1,1,0,24
60028,1,10,10,1,1,1,1,2,34
30839,1,1,1,1,1,1,1,0,22
21224,10,10,1,1,10,10,1000,0,62
33551,1,1,10,1,10,10,1,0,32
33048,10,1,10,1,10,10,1,1,25
16325,10,10,1,1,10,10,1,0,39
11834,1,1,10,1,1,1,1,0,26
33522,10,10,1,1,10,10,1,0,57
31224,1,1,10,1,1,1,1,1,21
58451,1,10,10,1,1,100,1,2,28
58240,1,1,1,1,1,1,1,0,41
25157,1,1,10,1,1,1,1,0,34
42693,10,10,100,1,10,10,1,0,31
12861,10,1,1000,1,10,10,1,1,19
12872,1,1,1,1,1000,10,1,0,33
55613,1,1,1,1,10,10,10000,0,49
58485,1,1,10,1,1,100,1,0,40
26761,1,1,1,1,1,1,1,0,24
46925,10,10,10,1,10,10,1,0,32
25620,10,1,1,1,10,10,1,0,24
